crosswalk_id,district,address,crosswalk_type,latitude,longitude,has_pedestrian_light,has_audio_signal,has_push_button,is_raised_crosswalk,has_traffic_safety_detail,accessibility_score,route_recommendation_tier,support_evidence,nearest_audio_signal_id,nearest_audio_signal_distance_m,nearest_push_button_id,nearest_push_button_distance_m,data_reference_date,coordinate_note
06-0000030648,동작구,동작구 흑석동 3도,이단(화살표있음),37.50872583,126.9639928,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031115,동작구,동작구 상도1동 528-1도,일단(화살표없음),37.50648475,126.9511218,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031116,동작구,동작구 상도1동 528-1도,일단(화살표없음),37.50647659,126.9508942,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031117,동작구,동작구 사당동 174-1전,일단(화살표없음),37.48977269,126.9710283,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031118,동작구,동작구 사당동 708-820 천,이단(화살표있음),37.48966914,126.971132,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031626,동작구,동작구 노량진동 151-24대,일단(화살표없음),37.51383609,126.9453912,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031631,동작구,동작구 노량진동 165-8도,일단(화살표없음),37.51292369,126.9481775,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031634,동작구,동작구 본동 374-3도,일단(화살표없음),37.51256663,126.9500168,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031744,동작구,동작구 상도동 529-2 도,일단(화살표없음),37.50508578,126.9434175,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031745,동작구,동작구 상도동 529 대,일단(화살표없음),37.5043935,126.9430906,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031764,동작구,동작구 본동 126-452수,이단(화살표있음),37.50930124,126.9548887,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031869,동작구,동작구 흑석동 9-22도,일단(화살표없음),37.50774273,126.9652503,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032120,동작구,동작구 대방동 354-1 대,일단(화살표없음),37.50947651,126.9248359,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032121,동작구,동작구 대방동 466-79 도,일단(화살표없음),37.50942099,126.9247548,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032123,동작구,동작구 대방동 500-2도,일단(화살표없음),37.50940577,126.9254196,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032124,동작구,동작구 대방동 466-31도,일단(화살표없음),37.51088056,126.9258956,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032125,동작구,동작구 대방동 466-31도,일단(화살표없음),37.51089639,126.9256386,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032161,동작구,동작구 신대방동 342-57도,일단(화살표없음),37.49604548,126.9277734,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032163,동작구,동작구 신대방동 720 대,일단(화살표없음),37.4959106,126.9282007,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033464,동작구,동작구 사당동 147-29 대,일단(화살표없음),37.48420811,126.9800993,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033465,동작구,동작구 사당동 708-517도,일단(화살표없음),37.48416985,126.9809092,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033466,동작구,동작구 사당동 708-286천,일단(화살표없음),37.484241,126.9810186,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033467,동작구,동작구 사당동 708-517도,일단(화살표없음),37.48421083,126.9811516,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033623,동작구,동작구 흑석동 224-1학,일단(화살표없음),37.50753637,126.9608193,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033625,동작구,동작구 흑석동 332-2 도,일단(화살표없음),37.50684717,126.9623943,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033626,동작구,동작구 흑석동 332-2 도,일단(화살표있음),37.5070019,126.9618414,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000033627,동작구,동작구 흑석동 332 대,일단(화살표없음),37.50635223,126.9622005,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034499,동작구,동작구 대방동 23-2도,일단(화살표없음),37.51246674,126.9318356,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034500,동작구,동작구 대방동 39-22도,일단(화살표없음),37.51156026,126.9312887,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034501,동작구,동작구 대방동 23-190도,일단(화살표없음),37.51151025,126.9313838,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034503,동작구,동작구 노량진동 117-8도,이단(화살표있음),37.51259476,126.9442655,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034505,동작구,동작구 상도1동 257-1도,일단(화살표없음),37.49937402,126.9505713,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000034506,동작구,동작구 대방동 11-4도,이단(화살표있음),37.50704772,126.9323266,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035075,동작구,동작구 흑석동 221학,일단(화살표없음),37.50602215,126.9570873,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035076,동작구,동작구 흑석동 221-1도,일단(화살표없음),37.50678416,126.9578965,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035077,동작구,동작구 흑석동 221-1도,일단(화살표없음),37.50688423,126.9584172,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035078,동작구,동작구 흑석동 221학,이단(화살표있음),37.50676409,126.9584606,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035079,동작구,동작구 흑석동 221-1도,일단(화살표없음),37.5070175,126.9587483,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035080,동작구,동작구 흑석동 221학,이단(화살표없음),37.50627496,126.9584712,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035094,동작구,동작구 흑석동 211-32대,일단(화살표없음),37.50618597,126.9556875,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035095,동작구,동작구 흑석동 190-34대,일단(화살표없음),37.50718962,126.9590233,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035182,동작구,동작구 신대방동 395-71대,일단(화살표없음),37.49269673,126.9241079,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035239,동작구,동작구 사당동 1112도,일단(화살표없음),37.47897593,126.9815558,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035240,동작구,동작구 사당동 산32-59 도,일단(화살표없음),37.48492801,126.9676966,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035242,동작구,동작구 본동 258-89도,일단(화살표없음),37.51280485,126.9536652,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035308,동작구,동작구 흑석동 335-4 도,일단(화살표없음),37.5055427,126.9663771,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035310,동작구,동작구 흑석동 335 대,일단(화살표없음),37.50565386,126.9661217,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035383,동작구,동작구 상도동 188-42 구,일단(화살표없음),37.5011734,126.9370718,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035413,동작구,동작구 본동 258-68수,일단(화살표있음),37.51374544,126.9519262,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035415,동작구,동작구 본동 258-68수,일단(화살표있음),37.51396939,126.9518237,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035417,동작구,동작구 본동 482대,일단(화살표없음),37.51438172,126.9514871,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035418,동작구,동작구 본동 258-40수,일단(화살표있음),37.51479578,126.9506507,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035419,동작구,동작구 본동 494-1 도,일단(화살표없음),37.51468063,126.9507266,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035420,동작구,동작구 본동 258-40수,일단(화살표있음),37.5150243,126.9501447,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035453,동작구,동작구 신대방동 395-61도,일단(화살표없음),37.49164596,126.923816,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035463,동작구,동작구 본동 482대,일단(화살표없음),37.51453112,126.9512656,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035464,동작구,동작구 본동 344-10 도,일단(화살표없음),37.51281412,126.9522094,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000035465,동작구,동작구 본동 344-10 도,일단(화살표없음),37.51281605,126.9523938,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000036077,동작구,동작구 사당동 202-10대,일단(화살표없음),37.48777954,126.9647616,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000036079,동작구,동작구 흑석동 3도,이단(화살표있음),37.50890256,126.9638392,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037132,동작구,동작구 흑석동 239-180도,일단(화살표없음),37.49815172,126.9593073,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037181,동작구,동작구 동작동 205-7도,일단(화살표없음),37.50359959,126.9755832,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037182,동작구,동작구 동작동 131-1 도,일단(화살표없음),37.50195903,126.9779061,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037526,동작구,동작구 상도1동 517-9 도,일단(화살표없음),37.49815908,126.9517175,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037528,동작구,동작구 상도1동 514-5 도,일단(화살표없음),37.49448461,126.9549404,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037633,동작구,동작구 동작동 316-3천,일단(화살표없음),37.5059292,126.9802289,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037635,동작구,동작구 동작동 316-2도,일단(화살표없음),37.50487769,126.9798952,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037694,동작구,동작구 상도동 343-2 도,일단(화살표없음),37.5007306,126.9322186,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037696,동작구,동작구 상도동 25-4 도,일단(화살표없음),37.5052758,126.9427644,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037870,동작구,동작구 사당동 318-78 도,일단(화살표없음),37.48316292,126.9756916,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037871,동작구,동작구 사당동 1093도,일단(화살표없음),37.48370744,126.977652,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037873,동작구,동작구 사당동 324-28 도,일단(화살표없음),37.48349896,126.9760262,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038788,동작구,동작구 상도동 531-5 도,이단(화살표있음),37.49709415,126.9514269,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038795,동작구,동작구 상도동 531-5 도,이단(화살표있음),37.49551212,126.9492544,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038796,동작구,동작구 상도동 533-0 대,일단(화살표없음),37.49540394,126.9491466,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038798,동작구,동작구 상도동 531-5 도,이단(화살표있음),37.49531934,126.9492133,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038807,동작구,동작구 상도동 531 대,일단(화살표없음),37.49696405,126.9513388,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038813,동작구,동작구 상도동 531-4 도,이단(화살표있음),37.49387128,126.9497306,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038814,동작구,동작구 상도동 533-2 도,이단(화살표있음),37.49391037,126.9496232,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039006,동작구,동작구 흑석동 28-108도,일단(화살표없음),37.50580011,126.9721135,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039260,동작구,동작구 동작동 333-6 도,일단(화살표없음),37.49411418,126.9797665,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039322,동작구,동작구 흑석동 339-5 도,일단(화살표없음),37.50119158,126.9600281,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039773,동작구,동작구 흑석동 336-7 도,이단(화살표있음),37.50312876,126.9646466,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039774,동작구,동작구 흑석동 336 대,이단(화살표있음),37.50290637,126.9644829,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039883,동작구,동작구 사당동 1157-2 도,일단(화살표없음),37.48979044,126.9725787,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039884,동작구,동작구 사당동 708-1056천,이단(화살표있음),37.48967558,126.9725687,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040140,동작구,동작구 흑석동 181-10도,이단(화살표있음),37.50818818,126.9612306,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040143,동작구,동작구 흑석동 4-7 도,일단(화살표없음),37.50798832,126.9631539,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040144,동작구,동작구 상도1동 512-12 도,일단(화살표없음),37.49556151,126.9554213,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040193,동작구,동작구 노량진동 215-179도,일단(화살표없음),37.50891155,126.9463978,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040194,동작구,동작구 상도1동 501-1 학,일단(화살표없음),37.5058424,126.9522324,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040195,동작구,동작구 상도1동 500-1도,일단(화살표없음),37.50519912,126.9522116,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040196,동작구,동작구 흑석동 252-57도,일단(화살표없음),37.4998444,126.9618698,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040197,동작구,동작구 흑석동 산70-7 도,일단(화살표없음),37.50068375,126.963574,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040929,동작구,동작구 본동 485-2 도,일단(화살표없음),37.50924436,126.9546795,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040938,동작구,동작구 사당동 105-2대,일단(화살표없음),37.4899141,126.9766174,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040939,동작구,동작구 본동 148-9 도,일단(화살표없음),37.51133355,126.9514467,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040940,동작구,동작구 사당동 105대,일단(화살표없음),37.48841378,126.9768888,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040942,동작구,동작구 상도동 528-3 도,일단(화살표없음),37.50310493,126.9447683,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040965,동작구,동작구 동작동 333-6 도,일단(화살표없음),37.49459177,126.9781545,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040969,동작구,동작구 사당동 226-5 도,이단(화살표있음),37.48536718,126.9681341,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040970,동작구,동작구 신대방동 492-209도,일단(화살표없음),37.49466584,126.9146068,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040971,동작구,동작구 신대방동 492-209도,일단(화살표없음),37.49411944,126.9146787,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040972,동작구,동작구 신대방동 711대,일단(화살표없음),37.49370094,126.915434,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040996,동작구,동작구 상도1동 751-1도,일단(화살표없음),37.50172326,126.948596,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040997,동작구,동작구 상도동 415-1 도,일단(화살표없음),37.50013117,126.9497629,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040999,동작구,동작구 상도1동 514-12 도,일단(화살표없음),37.49482576,126.9546567,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000041000,동작구,동작구 상도1동 499-15 도,일단(화살표없음),37.49418105,126.9556503,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000041010,동작구,동작구 상도동 173-49 구,일단(화살표없음),37.50308276,126.9434659,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000041072,동작구,동작구 사당동 708-530도,일단(화살표없음),37.48485303,126.9702357,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044940,동작구,동작구 대방동 466-56도,일단(화살표없음),37.50528606,126.9239457,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044941,동작구,동작구 대방동 466-43도,일단(화살표없음),37.5047216,126.9234948,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044942,동작구,동작구 대방동 466-56도,일단(화살표없음),37.50622357,126.926236,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044943,동작구,동작구 대방동 376-14도,일단(화살표없음),37.50432531,126.925329,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044944,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50399357,126.9253852,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044945,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50354929,126.9253701,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044947,동작구,동작구 대방동 391-287대,일단(화살표없음),37.50269716,126.9254132,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044948,동작구,동작구 대방동 391-287대,일단(화살표없음),37.50269412,126.925937,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044949,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50276891,126.9264926,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044950,동작구,동작구 대방동 391-287대,일단(화살표없음),37.5027005,126.9264707,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044951,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50224599,126.9271432,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044952,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50206196,126.9276852,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044953,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50145995,126.9279695,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044954,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50098176,126.9275163,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044955,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.5006088,126.9273932,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044956,동작구,동작구 대방동 393-81도,일단(화살표없음),37.50061355,126.9274933,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044958,동작구,동작구 대방동 393-65대,일단(화살표없음),37.50004233,126.9281392,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044959,동작구,동작구 흑석동 190-38대,일단(화살표없음),37.5072145,126.9592015,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044961,동작구,동작구 흑석동 86-181 도,일단(화살표없음),37.5073885,126.960217,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044962,동작구,동작구 흑석동 190-14도,일단(화살표없음),37.50746753,126.9601179,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044964,동작구,동작구 흑석동 99-3도,일단(화살표없음),37.5075633,126.9622327,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044965,동작구,동작구 상도1동 512 도,일단(화살표없음),37.49516222,126.9611098,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045044,동작구,동작구 본동 492-1 도,일단(화살표없음),37.50955373,126.9488612,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045045,동작구,동작구 본동 492-1 도,일단(화살표없음),37.50962586,126.9489174,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045046,동작구,동작구 상도1동 751-1도,일단(화살표없음),37.50264998,126.9469954,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045201,동작구,동작구 대방동 503-2도,일단(화살표없음),37.50883763,126.928853,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045211,동작구,동작구 사당동 192-5답,일단(화살표없음),37.48859572,126.9638774,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045212,동작구,동작구 대방동 503-2도,일단(화살표없음),37.50858992,126.9291595,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045217,동작구,동작구 상도1동 257-1도,일단(화살표없음),37.49919844,126.9506043,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045223,동작구,동작구 본동 481-4 도,일단(화살표없음),37.50809184,126.9516109,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045290,동작구,동작구 상도1동 691-1도,일단(화살표없음),37.50425701,126.9487782,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045303,동작구,동작구 노량진동 414-1도,일단(화살표없음),37.50797475,126.9506598,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
